Color,Direction,Eccentricity (degrees),Reaction Time (s),Correctness,1/2/3 Colors
"[255, 0, 0]",0,30,0.48689795000245795,1,3
"[255, 255, 0]",0,10,0.48421627801144496,1,3
"[255, 0, 0]",2,20,0.42383226299716625,1,3
"[255, 0, 0]",2,25,0.4099898150016088,1,3
"[255, 255, 0]",0,25,0.47326593899924774,1,3
"[0, 0, 255]",0,10,0.8227288299967768,0,3
"[0, 0, 255]",0,40,0.5309928479982773,1,3
"[0, 0, 255]",2,35,0.5003825800085906,1,3
"[0, 0, 255]",2,30,0.4124306160083506,1,3
"[0, 0, 255]",2,15,0.43376439600251615,1,3
"[255, 255, 0]",0,0,0.5800919199973578,1,3
"[255, 0, 0]",2,5,0.4744968209997751,1,3
"[255, 0, 0]",2,10,0.459999027007143,1,3
"[255, 255, 0]",0,25,0.4864937490056036,1,3
"[0, 0, 255]",2,35,0.5294561339978827,1,3
"[255, 255, 0]",2,15,0.45863455699873157,1,3
"[255, 0, 0]",0,10,0.47358478599926457,1,3
"[255, 0, 0]",0,40,0.4689891029993305,1,3
"[255, 0, 0]",0,0,0.4446673409984214,1,3
"[0, 0, 255]",2,20,0.5416796869976679,1,3
"[255, 0, 0]",0,25,0.44482675701146945,1,3
"[255, 255, 0]",2,40,0.45824035099940374,1,3
"[0, 0, 255]",2,25,0.47080183899379335,1,3
"[0, 0, 255]",2,25,0.5342158879939234,1,3
"[0, 0, 255]",0,25,0.44371070100169163,1,3
"[0, 0, 255]",2,40,0.4950077229877934,1,3
"[255, 255, 0]",0,40,0.5151455070008524,1,3
"[255, 0, 0]",2,15,0.5130241360020591,1,3
"[255, 0, 0]",0,35,0.4875629279995337,1,3
"[0, 0, 255]",0,25,0.582896874009748,1,3
"[255, 0, 0]",0,40,0.5327869300090242,1,3
"[255, 0, 0]",0,40,0.483173300002818,1,3
"[0, 0, 255]",0,15,0.536429727988434,1,3
"[255, 255, 0]",0,20,0.4534919879952213,1,3
"[255, 255, 0]",0,35,0.49069791099464055,1,3
"[0, 0, 255]",2,40,0.5133482419914799,1,3
"[0, 0, 255]",0,30,0.43178241699934006,0,3
"[255, 255, 0]",0,10,0.48050030900049023,1,3
"[255, 0, 0]",2,5,0.5904366430040682,1,3
"[0, 0, 255]",0,35,0.4995926080009667,1,3
"[0, 0, 255]",0,10,0.5091590349911712,1,3
"[0, 0, 255]",0,30,0.4638495319959475,1,3
"[255, 0, 0]",2,30,0.6049808519892395,1,3
"[255, 0, 0]",2,20,0.6838323889969615,1,3
"[0, 0, 255]",2,35,0.5582006440090481,1,3
"[0, 0, 255]",0,40,0.5509382119926158,1,3
"[255, 0, 0]",0,35,0.537544999999227,1,3
"[255, 0, 0]",2,20,0.4696598940063268,1,3
"[0, 0, 255]",0,5,0.5155492259946186,1,3
"[0, 0, 255]",2,30,0.5481882289896021,1,3
"[255, 0, 0]",2,40,0.5269065250031417,1,3
"[255, 0, 0]",0,0,0.4472915939986706,1,3
"[255, 0, 0]",2,30,0.4731050059926929,1,3
"[255, 255, 0]",0,40,0.4268556000024546,1,3
"[0, 0, 255]",2,10,0.5127539680106565,1,3
"[0, 0, 255]",0,5,0.41169516199443024,1,3
"[255, 0, 0]",0,15,0.5957411160052288,1,3
"[255, 0, 0]",2,40,0.4686293320119148,1,3
"[255, 255, 0]",2,5,0.4899583289952716,1,3
"[255, 255, 0]",2,10,0.47948956199979875,1,3
"[0, 0, 255]",2,15,0.5051970189961139,1,3
"[255, 0, 0]",2,15,0.47797315899515525,1,3
"[255, 255, 0]",2,0,0.4486153239995474,1,3
"[255, 0, 0]",2,30,0.49367877400072757,1,3
